Name,URL,Add.,Phone,Mobile,Email,Website,Contact Person,Purpose,Aims/Objectives/Mission,Error,Match_Status,Match_Confidence,Match_Evidence,AI_Verdict,AI_Reason
"Society for Integrated Research & Development Action, New Delhi",https://ngosindia.org/delhi-ngos/society-for-integrated-research-development-action-new-delhi/,"74/9, Kishangarh, Vasant Kunj New Delhi Pin: 800070 Delhi",,91-98356 12411,praty83@rediffmail.com,,Tara Shankar Singh,Micro finance and women empowerment.,Promotion of micro finance for poverty removal and women development.,,no_website,,,,
"Society for Participatory Research in Asia, New Delhi",https://ngosindia.org/delhi-ngos/society-for-participatory-research-in-asia-new-delhi/,"PRIA, 42 Tughlakabad Institutional Area New Delhi Pin: 110062 Delhi","? 91-11-26989559, 91-11-26980183",,pria@sdalt.ernet.in,? http://www.pria.org,"? Rajesh Tandon Purpose 😕 Development(General), Disadvantaged communities, Environment, Health, Law, Local Administration Aims/Objectives/Mission 😕 PRIA’s mission is to promote people-centred, holistic and comprehensive evolution of society characterised by freedom, justice, equity, and sustainability by creating opportunities of sharing, analysing and learning among formations of the civil society (in particular, people’s organisations and NGOs), engaging in independent and critical analysis of societal trends and issues, development policies and programmes and enabling dialogue across diverse perspectives, sectors and institutions.",,,,unreachable,,InvalidURL,,
"Society for People’s Integrated Development, Delhi",https://ngosindia.org/delhi-ngos/society-for-peoples-integrated-development-delhi/,"A-3/52, Sector 16, Rohini Delhi Pin: 110085 Delhi",,91-99588 21468,spidindia@gmal.com,,Arjun Singh,,"On 14 July 2006, Society for People?s Integrated Development (SPID) was formally registered as Society under Society Registration Act 1860. Since its inception SPID as resource centre focuses on research, documentation, publication, campaign, advocacy and networking in partnership with people?s movements, civil society organizations working towards the realization of its objectives. Resources were mobilized from different sources, whose unstinted support has been behind developing the cities based on humanism, equity and environmental sustainability, Its prime directive and focus has been on research on different aspects of social development formulation of People?s Integrated Development, study programmes, supports self-help groups amongst the urban poor, formation of thematic organizations, networking with individuals, groups organizations working on similar issues, facilitation and developing health and de-addiction centers for migrant workers and providing legal assistance to the poor and those seeking remedial measures on violations of human rights and environmental problems.",,no_website,,,,
"Society for Promotion of Wastelands Development, New Delhi",https://ngosindia.org/delhi-ngos/society-for-promotion-of-wastelands-development-new-delhi/,"14-A, vishnu Digmaber Marg New Delhi Pin: 110002 Delhi","91-11-23236440, 91-11-23236387",,spwd_delh@yahoo.com,http://www.spwdindia.org,Vijay Kumar Sardana,Promotion of natural resource management.,"To prevent, arrest and reverse degradation of life support systems, particularly land and water so as to expand livelihood opportunities in a sustainable manner through people’s participation.",,unreachable,,ConnectionError,,
"Society for Reaserch & Development in Paramedical Science, Delhi",https://ngosindia.org/delhi-ngos/society-for-reaserch-development-in-paramedical-science-delhi/,"500/20/2D/1C Lane No.12, Vishwas Nagar Delhi Pin: 110032 Delhi",,91-98115 61871,ipst_paramed@gmail.com,,Harish Srivastava,Education,Providing the education to needy person.,,no_website,,,,
"Society for Rural Urban Tribal Initiative, New Delhi",https://ngosindia.org/delhi-ngos/society-for-rural-urban-tribal-initiative-new-delhi/,"Q 1, Hauz Khas Enclave New Delhi Pin: 110016 Delhi","? 91-11-26569023, 91-11-26527765",,sruti@vsnl.com,,"? Kanika Satyanand Purpose 😕 Environment, Health, Rehabilitation Aims/Objectives/Mission 😕 The organisation supports grassroots community development work with the help of a fellowship programme, which identifies and supports activists. These activists are involved in mobilisation of local communities for running schools, fighting corruption, forest protection, providing community health service.",,,,no_website,,,,
"Society for Safe Structures, New Delhi",https://ngosindia.org/delhi-ngos/society-for-safe-structures-new-delhi/,"F-83, Green Park New Delhi Pin: 110016 Delhi",91-11-25072565,,mail@s4ssindia.org,http://www.s4ssindia.org,A. Aggarwal,,"To promote and propagate structural safety concern amongst general public and to persuade the government to ensure construction only of safe buildings stable to withstand earthquake and other natural calamities. Also working in the field of development planning, for implementation of development planning norms set out under Part IXA of the Constitution, advocating peoples right to particplation in development planning. Also raising issues relating to the basic human right to adequate housing, reminding government of its constitutional and statutory obligations in this respect, working for the regulation of builders, developers, structural engineers and others engaged in design, construction and sale of buildings.",,unreachable,,ConnectionError,,
"Society for Sarvodaya Vikas, New Delhi",https://ngosindia.org/delhi-ngos/society-for-sarvodaya-vikas-new-delhi/,"I-2 Block, 400 A Sangam Vihar New Delhi Pin: 100062 Delhi",,91-99532 96511,sarvodayvikas@gmail.com,,Gopal Mishra,Rural development.,"A rural development organization works with rural people to build a just social order through integrated development, emphasis is on supporting local leadership to enable organizations of poor to be self- managed programmes include health awareness, health and non-formal education. Works for women empowerment. Income- generated programme (IGP). the IGP consists of food and craft activities, women will trained and export, buying, selling, producing and packaging in their training programmes like Sattoo (Gram Flour) Makhana processed wrosted, and other rural food product.",,no_website,,,,
"Society for Service to Voluntary Agencies, New Delhi",https://ngosindia.org/delhi-ngos/society-for-service-to-voluntary-agencies-new-delhi/,"Community Centre, Nr. Fire Station, Mathura Road New Delhi Pin: 110014 Delhi",? 91-11-26824984,,vinaysinha@sosva.wiprobt.ems.vsnl.net.in,? http://www.smartdog.com/sosva,"? Vinay Kumar Sinha Purpose 😕 Grants/Aids, Training Aims/Objectives/Mission 😕 SOSVA is a support organisation for voluntary agencies. It raises funds and encourages vocational training workshops and formulates projects. It equips the voluntary agencies with relevant skill and information.",,,,unreachable,,InvalidURL,,
"Society for Social Development, New Delhi",https://ngosindia.org/delhi-ngos/society-for-social-development-new-delhi-2/,"24-B, Garhi Main Market, East of Kailash New Delhi Pin: 110065 Delhi","91-11-26449769, 91-11-43702404",91-98914 56540,ssddelhi@gmail.com,http://www.thessddelhi.org,Brajesh Kumar Sharma,To participate in social activities towards the growth of society and there of organization.,"Our mission is to contribute to the empowerment of the grass root communities for their betterment with active participation, awareness to people regarding education, health & family welfare and hygiene.",,unreachable,,ConnectionError,,
"Society for Social Services, New Delhi",https://ngosindia.org/delhi-ngos/3078-2/,"D 46364, Jahangir Puri New Delhi Pin: 110033 Delhi",91-11-27637512,,sssorgdelhi@vsnl.net,,O.P. Sharma,Social development programmes.,"Let me first introduce ourselves the Society for Social Services, an ngo registered in the year 1985, under the societies act of 1960. Since then we have grown in leaps and bounds establishing self standing health care units and other Supportive programs. SSS is a voluntary organization, basically it consists of a group of socially committed doctors and social development workers joined hands to provide the services for the community. This will be done through the ongoing health awareness, legal awareness, counseling, heath check up and other Supported programs. Women & children are the primary beneficiaries who would be directly benefiting with this project.",,no_website,,,,
"Society for Social Welfare & Development, Delhi",https://ngosindia.org/delhi-ngos/society-for-social-welfare-development-delhi/,"J-3/80, IInd Floor, Krishan kunj, Laxmi Nagar Delhi Pin: 110092 Delhi",,91-98733 45184,sswd_org@yahoo.com,,Mohd. Mohsin,To upliftment of poors.,"Education, health, NRM, water, women empowerment, child development, rural development, disability, agriculture, old age care, animal care.",,no_website,,,,
"Society for the Promotion of Women & Child Welfare, New Delhi",https://ngosindia.org/delhi-ngos/society-for-the-promotion-of-women-child-welfare-new-delhi/,"Community Centre, Gali 1, Multani Dhanda New Delhi Pin: 110055 Delhi",91-11-65427670,,spowac@hotmail.com,http://www.spowac.org,Lakshmi Krishnan,Promotion of women and child welfare.,"Women empowerment, rural development, girl child, education, vocational training.",,likely_match,66.7,Empowering Communities Through Compassionate Initiatives | Trust Foundation,,
"Society for the Promotion of Youth & Masses, New Delhi",https://ngosindia.org/delhi-ngos/society-for-the-promotion-of-youth-masses-new-delhi/,"B-4/3054, Vasant Kunj New Delhi Pin: 110070 Delhi","? 91-11-26893872, 91-11-26896229",,spym2del3.vsnl.net.in,? http://www.wwindia.com/spym/,"? Zeenat Naquatee Purpose 😕 Disadvantaged communities, Education, Health, Women’s issues Aims/Objectives/Mission 😕 SPYM works for empowerment of children, youth and women; promotes education; runs awareness programmes for preventing drug abuse; conducts workshops on AIDS awareness and health.",,,,unreachable,,InvalidURL,,
"Society Standing for all Youth awareness, New Delhi",https://ngosindia.org/delhi-ngos/society-standing-for-all-youth-awareness-new-delhi/,"WZ-1390/C, Nangal Raya New Delhi Pin: 110046 Delhi",,91-93122 33107,choudharysatyapal@yahoo.co.in,,Dr. Satyapal Choudhary,Social,In the service of nation.,,no_website,,,,
"Society to Create Awareness Towards Life & Environment, New Delhi",https://ngosindia.org/delhi-ngos/society-to-create-awareness-towards-life-environment-new-delhi/,"C-52-A, Gangotri Enclave, Alaknanada New Delhi Pin: 110019 Delhi",? 91-11-26214273,,scaleind@yahoo.co.in,? http://www.scaleind.org,"? Shri Arun Sinha Purpose 😕 Upliftment of poor people living in remote slum areas. Aims/Objectives/Mission 😕 Providing framework for activities in primary health-care, quality education and environment protection.",,,,unreachable,,InvalidURL,,
"Socio Economic & Educational Development Society, New Delhi",https://ngosindia.org/delhi-ngos/socio-economic-educational-development-society-new-delhi/,"F 754/25, Rajnagar Part II New Delhi Pin: 110045 Delhi",? 91-11-25083975,,seeds_india @rediffmail.com,,"? Abhay Nath Jha Purpose 😕 Child welfare, Education, Employment, Environment, Health, Rural Development, Sanitation, Training, Urban Development, Women’s issues. Aims/Objectives/Mission 😕 To bring in comprehensive socio-economic development in the neglected area such as backward, rural, tribal areas, through dedicated and targeted efforts.",,,,no_website,,,,
"Sofia Educational and Welfare Society, Delhi",https://ngosindia.org/delhi-ngos/sofia-educational-and-welfare-society-delhi/,,,95400 60606,ngosofia@gmail.com,www.ngosofia.org,Suhail Khan,"Adolescent Girls Welfare, Advocacy On Social Issues, Cancer Patients Help, Library, Livelihood, Minorities, Right To Information, Women Development/Welfare, Women’S Issues, Youth Women In Distress. Aim/Objective/Mission : We havee been working for girl child education, women rights, legal help, skill development training to make them self dependent, sexual harasshment, domestic violance, harasshment for dowery and any other issues realated to women and senior citizen, providing vocational training to the weaker section of the soceity, implementation of monoirites schemes in whole Delhi.",,,uncertain,26.3,Contact Support,,
"Solar Energy Society of India, New Delhi",https://ngosindia.org/delhi-ngos/solar-energy-society-of-india-new-delhi/,"Darbari Seth Block, Habitat Place New Delhi Pin: 110003 Delhi","? 91-11-24622246, 91-11-24621770, 91-11-24632609",,sesi@teri.res.in,,"? Ajay Mathur Purpose 😕 Energy Aims/Objectives/Mission 😕 The basic mission of SESI is to advance, promote, and propagate the use of renewable energy by encouraging basic and applied research, collecting, compiling and disseminating information relating to renewable energy, organising seminars and conferences, publishing books, memoirs, journals, and collaborating and co-operating with other scientific societies, institutions and academics in the country and abroad for R&D and furtherance of renewable energy utilization.",,,,no_website,,,,
"Som Datt Foundation, New Delhi",https://ngosindia.org/delhi-ngos/som-datt-foundation-new-delhi/,"56-58, Community Centre New Delhi Pin: 110065 Delhi",91-11-41622752,,"contact@somdattfoundation.org, bcbhardwaj502@re",http://www.somdattfoundation.org,B.C.Bhardwaj,Health & education to less priveledge youths.,"Our objective is to support the rights of the underprivileged people to lead a life of dignity and self-respect in a just and equitable society. The founder recognizes the need to improve the quality of life of the poor by developing their inner strength which would come through education, good health and giving them opportunities to be engaged in productive work.",,likely_match,100.0,Som Datt Foundation,,
"SOS Children’s Villages of India, New Delhi",https://ngosindia.org/delhi-ngos/sos-childrens-villages-of-india-new-delhi/,"A-7, Nizamuddin West New Delhi Pin: 110013 Delhi","? 91-11-24355835, 91-11-24357298",,soscvi@vsnl.com,? http://www.soscvindia.org,"? Pradeep Singh Purpose 😕 Child welfare Aims/Objectives/Mission 😕 SOS CVI aims at giving shelter to children who are in distress and away from home, helping them to grow in natural conditions. It sets up a home-like atmosphere in the children’s villages. It looks after their education and conducts vocational training classes also. Besides, it focuses on lobbying and advocacy for the rights of children.",,,,unreachable,,InvalidURL,,
"SOS Children’s Villages of India, New Delhi",https://ngosindia.org/delhi-ngos/sos-childrens-villages-of-india-new-delhi-2/,"4, Block C 1, Institutional Area, Nelson Mandela Marg, Vasant Kunj New Delhi Pin: 110070 Delhi",91-11-43239200,91-96501 20022,sumanta.kar@soscvindia.org,http://www.soscvindia.org,Rakesh Jinsi,Child development.,"SOS Children?s Villages of India is an independent non governmental social development organization, committed to the care of children in need. SOS Children?s Villages has pioneered the concept of family based child care and our work primarily focuses on children who have lost their families and those children who are at the risk of abandonment and social neglect.",,unreachable,,ConnectionError,,
"Soudamini Foundation, Delhi",https://ngosindia.org/delhi-ngos/soudamini-foundation-delhi/,,,90151 58497,saudaminifoundationDelhi@gmail.com,,Vandana Khurana,"Child Labour, Waste Management. Aim/Objective/Mission : Social work.",,,no_website,,,,
"Soul Searchers, New Delhi",https://ngosindia.org/delhi-ngos/soul-searchers-new-delhi/,"427, Dhruva Apartments, 4, I.P. Extension New Delhi Pin: 110092 Delhi",91-11-22729272,,soulsearchercenter@gmail.com,http://www.soulsearchers.co.in,,"Spiritual, child welfare, holistic development, disability, education, health.","Main mission is to provide service to mankind. We have been working on various fields completely selfless, dedicated and devoted to the service of ailing and suffering humanity without any discretion of cast, creed, religion, and status. Persons in need are been rendered services. Our vision is overall welfare of mankind.",,unreachable,,ConnectTimeout,,
"South Asia Foundation, New Delhi",https://ngosindia.org/delhi-ngos/south-asia-foundation-new-delhi/,"Second Floor 8, 6-B, Shahpur Jat New Delhi Pin: 110049 Delhi",91-11-2695827,,southasiafoundation@gmail.com,http://www.southasiafoundation.net,Rahul Barua,Development initiative,"Crafts based income-generation programme, research and documentation on arts & crafts, health, environment & education, international relations & conflict resolution.",,likely_match,100.0,South Asia Foundation,,
"South Asian Coalition on Child Servitude, New Delhi",https://ngosindia.org/delhi-ngos/south-asian-coalition-on-child-servitude-new-delhi/,"L-6, Kalkaji New Delhi Pin: 110019 Delhi","? 91-11-26224899, 91-11-26236818",,childhood@globalmarch.org,? http://www.globalmarch.org,"? Kailash Satyarthi Purpose 😕 Child welfare, Education, Rehabilitation Aims/Objectives/Mission 😕 The organisation focuses on the elimination of child labour and provides the rescued children with education and rehabilitation services. Lobbying and advocacy are the important facets of the organisation.",,,,unreachable,,InvalidURL,,
"South Asian Fund Raising Group, New Delhi",https://ngosindia.org/delhi-ngos/south-asian-fund-raising-group-new-delhi/,"D 6/13 D, Vasant Vihar New Delhi Pin: 110057 Delhi","? 91-11-26151340, 91-11-23782174",,safrg@del3.vsnl.net.in,,"? Vandana Chhabra Purpose 😕 Development(General) Aims/Objectives/Mission 😕 SAFRG aims to help NGOs in the south Asian region to develop capacity and necessary skills to mobilise human, material and financial resources by emphasizing the importance of self-reliance through fund raising among the voluntary organisation, providing annual fund raising workshops and regional level training courses and documenting and publishing information supporting resource mobilization.",,,,no_website,,,,
"Sp Helping Hand, Delhi",https://ngosindia.org/delhi-ngos/sp-helping-hand-delhi/,,,85868 59292,sphh.director@outlook.com,www.sphelpinghand.wix.com,Kumar,Provide Ngos To Services Aim/Objective/Mission : To guide and provide guidance to ngo.,,,unreachable,,SSLError,,
"Sparsh Yog India, Delhi",https://ngosindia.org/delhi-ngos/sparsh-yog-india-delhi/,"103-C, Jhang Apartments, 40 Delhi Pin: 110085 Delhi",91-11- 27863552,,ak@sparshyogindia.org,http://www.sparshyogindia.org,Subhaashini Ghosh,To help create stress free Society.,"The mission of sparsh yog india is to promote a sustainable process towards a dignified quality of life for the various sections of society. To help the community to lead a healthy and stress free life by adopting medical and alternative healing techniques by providing educational and awareness programs. To organize and conduct programs to help the community to live physically and mentally healthy. To work for up-liftment of the community irrespective of caste, creed and colour.",,unreachable,,ConnectionError,,
"SPH Welfare Association, Delhi",https://ngosindia.org/delhi-ngos/sph-welfare-association-delhi/,"18, Sham Nath Marg Delhi Pin: 110054 Delhi",91-11-23994401,,chat_rabi@yahoo.com,,Rabi,Patient welfare.,Help to needful patient and nothing. Help to everybody who need health.,,no_website,,,,
"SPID(Society for Participatory Integrated Development), New Delhi",https://ngosindia.org/delhi-ngos/spidsociety-for-participatory-integrated-development-new-delhi/,,,93112 57097,spidsociety@gmail.com,www.spidsociety.org,Awadhesh Yadav,"Social Work Aim/Objective/Mission : The society for participatory integrated development, also known as spid, is a non-profit, non-governmental organization (ngo) working in urban and rural areas of Delhi and uttar pradesh. Established in 2004 under the Indian societies registration act (1860), this community based organization was founded by a group of dedicated social workers, lawyers, and volunteers, and has since worked relentlessly for the betterment of the marginalized, deprived, vulnerable and ignored populations. It creates a platform for community empowerment through a variety of creative programs and activities focused on education, capacity building, health promotion and women s empowerment. Spid was founded on a belief in the dignity of all people and their capacity to overcome their problems. Spid works with the poorest and the most vulnerable in their struggle against poverty, suffering, and injustice. Objectives to address the basic needs of the people including health, education, access to clean water, and sanitation. To strengthen grass-root capacity and confidence building, and problem solving abilities to encourage [...]",,,likely_match,100.0,Home | SPID Society,,
"Sports Karate Do Organization, Delhi",https://ngosindia.org/delhi-ngos/sports-karate-do-organization-delhi/,"413, Akashardham Apartment, Pocket – 3 New Delhi Pin: 110075 Delhi",,91-99994 33982,aniketgupta71@yahoo.co.in,http://www.sportskarate.net,Aniket Gupta,Martial art,"For schools, institutes, health clubs, colleges, security services, individual and group. We also offer contracts for schools sports day, annual function, demonstration etc. Our instructors are well trained and qualified in european standards to pre for schools, institutes, health clubs, colleges, security services, individual and group. For more details contact the office or www.sportskarate.org 9999433982 us. We also offer contracts for schools sports day, annual function, demonstration etc karate taekwondo kick boxing kenpo judo weapons mix martial art etc.",,unreachable,,ConnectionError,,
"Springdales Education Society, New Delhi",https://ngosindia.org/delhi-ngos/springdales-education-society-new-delhi/,"Springdales School, New Delhi New Delhi Pin: 110021 Delhi",91-11-24118023,,springdales@vsnl.com,http://www.springdales.com,P. Loomba,Literacy and other activities.,"To provide academic and vocational education. To manage and run schools and promote science, literature and fine arts for diffusion of useful knowledge among public.",,likely_match,100.0,The Story of Springdales - The Springdales Schools,,
"SRG – Social Reformers Organisation, Delhi",https://ngosindia.org/delhi-ngos/srg-social-reformers-organisation-delhi/,Delhi Delhi Pin: 110065 Delhi,,91-92506 94630,rohitabhay@gmail.com,,Satyajeet,"Working for equal opportunity, education and peace in world.","Our main objective is to create a pleasant and prosperous society through child education and family planning in India. Our goal is to work for the betterment of underprivileged people through social awareness, family counselling and child rehabilitation.",,no_website,,,,
"Sri Aurobindo School, Delhi",https://ngosindia.org/delhi-ngos/sri-aurobindo-school-delhi/,"Bhatti Khurd, Near S.P.S. Delhi Pin: 110074 Delhi",91-11-65943568,91-93506 07183,santoshsingh888@yahoo.co.in,,Santosh Singh,Sri Aurobindo School was set up to empower the weaker sections of the society.,"Sri Aurobindo School was started with a mission by imparting technical knowledge along with functional literacy to the unemployed youth for enhancing their occupational skills, promote self-reliance, empower them economically so that they may take control of their lives and through this endeavor progressively eliminate the practice of child labour.",,no_website,,,,
"Sri Radhakripashrit Lokhitkari, Delhi",https://ngosindia.org/delhi-ngos/sri-radhakripashrit-lokhitkari-delhi/,"Sarvabhauma Sangathan Nyas, Delhi Delhi Pin: 110092 Delhi",91-5692-228397,91-94153 33316,godsworktrust@gmail.com,,Dr Manoj Kumar Mehrotra,Social welfare thru education and medical.,The trust aims at giving all possible help to the poor and the downtrodden irrespective of caste and creed.,,no_website,,,,
"Srijan Foundation, Delhi",https://ngosindia.org/delhi-ngos/srijan-foundation-delhi-2/,"421/8, Laxmi Vihar, Burari Delhi Pin: 110084 Delhi",91-11-20299077,91-93129 45430,srijanfoundation@yahoo.com,,"Manoj Kumar Sinha, Sandeep Pandey",Social welfare.,Social welfare.,,no_website,,,,
"SRIJAN, New Delhi",https://ngosindia.org/delhi-ngos/srijan-new-delhi/,"4, First Floor CSC, Anupam Apartments, Saidullajab New Delhi Pin: 110068 Delhi",91-11-29536411,91-93136 35145,delhi@srijanindia.org,http://www.srijanindia.org,Namita Pandey,"Women empowerment, rural development, microfinance, livelihoods.","To reach and reduce poverty among 100,000 rural poor families by 2011. Building community managed institutions for sustainable water resource management and livelihoods for the poor.",,likely_match,100.0,Self-Reliant Initiatives through Joint Action – India,,
"Srishti Dalit Samaj Kalyan Sudhar Samiti, Delhi",https://ngosindia.org/delhi-ngos/srishti-dalit-samaj-kalyan-sudhar-samiti-delhi/,,,92508 70452,deepak28091988@gmail.com,,Kamal Chauhan,"Child Labour, Child Rights, Cultural Issues, Law, Legal Awareness, Training, Youth Help Other Old & Poor Childern. Aim/Objective/Mission : Help other old & poor childern.",,,no_website,,,,
"SSDF – Social Security & Development Foundation, New Delhi",https://ngosindia.org/delhi-ngos/ssdf-social-security-development-foundation-new-delhi/,"B 111, 2nd Floor, Greater Kailash New Delhi Pin: 110048 Delhi",91-11-29233116,,ssdfindia@yahoo.com,http://www.socialsecurityindia.org,M.K. Pandey,"To address various problems of social security through awareness, movements, training, education.","SSDF is a joint endeavour of social security practitioners, administrators, bureaucrats, academicians and social activists to address various issues and to bridge the yawning gap between policy and ground realities with regard to social security. SSDF has been engaging in advocating for the universal social rights of the working communities and citizens in India and other countries, with the respective governments, as well as government agencies and official authorities.",,unreachable,,ConnectionError,,
"SSEWA – Shri Sai Educational & Welfare Association, Delhi",https://ngosindia.org/delhi-ngos/ssewa-shri-sai-educational-welfare-association-delhi/,"233/11, West Azad Nagar Delhi Pin: 110051 Delhi",,91-98185 10399,ssewa_2005@yahoo.in,http://www.ssewa.org,Shweta Tuli,To work for the betterment of the society.,SSEWA is working for the upliftment of the society for the last serval years. SSEWA is working in slums. SSEWA provides he better health facilities.,,unreachable,,ConnectionError,,
"SSMI – Swami Sivananda Memorial Institute, New Delhi",https://ngosindia.org/delhi-ngos/ssmi-swami-sivananda-memorial-institute-new-delhi/,"Road 31, East Avenue, East Punjabi Bagh New Delhi Pin: 110026 Delhi",91-11-28313555,91-98681 01640,ssmisunita@gmail.com,http://www.ssmi.in,Sunita Bhasin,Women and children.,"Empowering Women and Children to realize their potential with dignity. Working in the areas of women’s empowerment, education, health and nutrition.",,likely_mismatch,20.0,SSMI,,
"SSWES – Sneha Social Welfare & Educational Society, Delhi",https://ngosindia.org/delhi-ngos/sswes-sneha-social-welfare-educational-society-delhi/,"C 9/395, Ambedkar Vihar, Johri Pur Extn. Delhi Pin: 110094 Delhi",,91-98116 97934,"missionsswes@gmail.com, educationsswes@gmail.com",http://www.sswes.org.in,Arvind Kumar,Development & happy India.,"It development & resarch, SC/ST development, women, HIV/AIDS, social welfare.",,unreachable,,ConnectionError,,
"St. Joseph Press, New Delhi",https://ngosindia.org/delhi-ngos/st-joseph-press-new-delhi/,"2682/29, Tughlakabad Extn. New Delhi Pin: 110019 Delhi",91-11-29992065,,stjpress@yahoo.co.in,,Pious Mathew,Printing and publishing.,"We are printing people, we handling all type of designing, type setting and printing.",,no_website,,,,
St. Paul’s Christian Charity,https://ngosindia.org/delhi-ngos/st-pauls-christian-charity/,"103-104, II Floor, Savitri Nagar New Delhi Pin: 110017 Delhi",91-11-26014720,,pauldaniel2007@gmail.com,,Paul Daniel,Christian voluntary services.,"Working for the rights of marginalised people groups, Social outreaching works in Delhi Urban slums, social and community medicine, Empowerment of women in slums and other marginalised areas, forming self help groups to meet some target of social works, computer and other self employment training for youth in the slum and backward areas, social awareness programmes against alcaholism, drugs addiction, AIDS, HIV and other social menaces, alternative education for school dropouts and uneducated slum dwellers and other social activites.",,no_website,,,,
"Steer Foundation, New Delhi",https://ngosindia.org/delhi-ngos/steer-foundation-new-delhi/,"5, Begumpur Park, 1st Floor, Main Shivalik Road New Delhi Pin: 110017 Delhi",91-11-26693510,,steer@steerfoundation.org,http://www.steerfoundation.org,R. K. Yadav,To serve under privileged community in a better way through association with other ngos.,"To organize, establish and conduct project and programs of economic, environment, social, culture, educational and community development and other such projects and programs as are specially oriented towards the needs of the rural and urban poor, weaker and under privileged sections of the society. To accept and take any grants, gifts, donations, loans, subscriptions and contributions whether in cash or kind, and of any property, movable or immovable, by fair and legitimate means from any source for the furtherance of the aims and objects of the society. To establish provident fund or any other form of social security for the benefit of the workers of the society as determined from time to time by the competent authority of the society.",,unreachable,,ConnectionError,,
Strategic Management Group,https://ngosindia.org/delhi-ngos/strategic-management-group/,New Delhi New Delhi Pin: 110019 Delhi,91-11-26029135,,smgi@vsnl.com,htpp://www.strategicmanagementgroup.org,R. Sampat,Consultancy studies.,"SMG undertakes studies and policy research, tenders advice, provides consultancy and conducts training programmes and organizes discussion group meetings with a view to improving management skills and governance.",,unreachable,,ConnectionError,,
"Street Children Care India, Delhi",https://ngosindia.org/delhi-ngos/street-children-care-india-delhi/,"A-2-M, Mayur Vihar, Phase III Delhi Pin: 110030 Delhi",,,street@yahoo.com,,Varkey Koladiyil,Help street children.,Help street children.,,no_website,,,,
"Stri Shakti Pahal Samiti, New Delhi",https://ngosindia.org/delhi-ngos/stri-shakti-pahal-samiti-new-delhi/,"30, DDA Flat, Panchsheel Park, Maharouli New Delhi Pin: 121017 Delhi",,"91-98917 93639, 91-99905 98026",strishaktipahalsamiti@ymail.com,,Poonam Sinsinvar,Women & child development programme.,"The founder of the organization Poonam migrated to Faridabad after marriage and running the NFE and Balwadi centers since August 2003 from three community centers at Azad Nagar Sec-24 and Mujesar, sec-24 and Sihi in Faridabad. Our main objective is to ensure education to all children with the emphasis on girl education up to second- dary level. We provided supportive education to needy children in the com- munity. In last year, we conducted following Educational activities. Rehabilitating Rag picking street Children by organizing a special Child Labor Bridge class. Working with vulnerable Street Children of Ajad Nagar to address their sexual health problems through behavior change care and treatment, Condom promotion etc., to prevent HIV/AIDS among them.",,no_website,,,,
"Subodh Prasad Foundation, New Delhi",https://ngosindia.org/delhi-ngos/subodh-prasad-foundation-new-delhi/,"09-May, 1st Floor New Delhi Pin: 110008 Delhi",,91-95555 04370,charity@spftrust.org,http://www.spftrust.org,Dhiraj Prasad,An organization for overal human development.,"To establish set up & run health care centers & hospitals, to regularly run free medical checkup camps in the rural areas all over the country, to implement women welfare schemes. To establish old age homes & orphanages. To initiate scholarships, awards for meritorious and needy students to pursue their education, sports & other relevant programs. To provide free nutritious food to the slum children. To provide assistance for the relief of persons & animals effected by the natural & other calamities.",,unreachable,,ConnectionError,,
"Subodh Tree, New Delhi",https://ngosindia.org/delhi-ngos/subodh-tree-new-delhi/,"221-A Ramlila Wali Gali, Chattarpur New Delhi Pin: 110074 Delhi",91-11-26654426,91-98102 88883,info@subodhtree.org,http://www.subodhtree.org,S K Thakur,For literacy alleviation & computer literacy alleviation.,To elevate literacy in rural areas. To elevate computer literacy in rural areas. To help poors for his/her daughter’s marriage in cash & kind. To save erosion of deteriorating Indian culture in metropolitan cities.,,likely_match,100.0,SUBODH TREE:Society to Uplift Bonafide Objectives to Develop Humanity t o Resonate Education & Entertainment,,
"Success Foundation, Delhi",https://ngosindia.org/delhi-ngos/success-foundation-delhi/,,,95554 63501,successfoundation8@gmail.com,,Prafful C Jha,"Distance Learning, E-Learning, Education, Employment, Environment, Fair Trade, Human Rights, Public Administration, Research, Rural Development, Water, Women’S Issues. Aim/Objective/Mission : Aim success foundation ek ngo hai jiska kaam poor child and people ke liye computer education or unki life se jude problems ko khatam karna hai jobs, education, e-learning etc. Objective every people educated. Mission computer education, it etc.",,,no_website,,,,
"SUEF, Delhi",https://ngosindia.org/delhi-ngos/suef-delhi/,"Saurbhi, Sec 11, Dwarka Delhi Pin: 110095 Delhi",,91-98680 30419,yaashka@mail.ru,,Ravi,Alcoholism and de addiction.,Freedom from alcoholism.,,no_website,,,,
"Sulabh International Institute of Health & Hygiene, New Delhi",https://ngosindia.org/delhi-ngos/sulabh-international-institute-of-health-hygiene-new-delhi/,"Sulabh International, RZ-83, Mahavir Enclave New Delhi Pin: 110045 Delhi","? 91-11-25031243, 91-11-25036122",,sulabh@nde.vsnl.net.in,? http://www.sulabhinternational.org,"? Shambhu Nath Purpose 😕 Health, Sanitation Aims/Objectives/Mission 😕 SIIHH deals with issues related to sanitation, health and hygiene. It adopts integrated approach and encourages community participation and generates awareness programmes on health and AIDS.",,,,unreachable,,InvalidURL,,
